reviewer_name,review_time_diff,review_rating
haroldcollins,"11 to 50 days",good
turtle1991,"< 10 days",good
AndrewR69,"< 10 days",good
jaredjen,"> 50 days",good
gong,"< 10 days",good
westmon,"< 10 days",good
ppgt94,"> 50 days",good
hacjac,"< 10 days",good
IndianaWes,"> 50 days",good
wcstory,"11 to 50 days",good
"Malcolm Lowry","> 50 days",good
mytmoss,"> 50 days",good
BobRoa,"< 10 days",good
iriss,"< 10 days",good
dwoo,"< 10 days",good
hkelly00,"< 10 days",good
jimH69089,"> 50 days",good
Ske1eter,"< 10 days",good
danhaney28,"< 10 days",good
jimfels,"< 10 days",good
magicdave,"< 10 days",good
Backdoctor,"< 10 days",good
jojeje,"11 to 50 days",good
dJay,"> 50 days",good
thor96,"< 10 days",good
shakti_2u,"< 10 days",good
ebiron,"< 10 days",good
kclick78,"< 10 days",good
heidiandmax,"< 10 days",good
bgm913,"> 50 days",good
johnflemingusa,"> 50 days",good
ahannan9,"< 10 days",good
swanpondwv,"< 10 days",good
J-bomb,"< 10 days",good
"Attack Pug","< 10 days",NULL
olddogtricks,"< 10 days",good
DuaneC,"11 to 50 days",good
eightlegs,"< 10 days",good
caryb,"< 10 days",good
bradley414,"< 10 days",good
EdEllks,"> 50 days",good
Canberra,"< 10 days",good
fibrousjaguar,"< 10 days",good
grunzster,"< 10 days",good
likehe,"< 10 days",good
Orsini,"< 10 days",good
mgslegrand,"< 10 days",good
jamesbarnett,"< 10 days",good
fStopJojo,"11 to 50 days",good
digireb,"< 10 days",good
aigidion,"< 10 days",good
BroncoBob,"> 50 days",good
inside9,"< 10 days",good
lfavel,"< 10 days",good
svegliando,"> 50 days",good
bonser,"< 10 days",good
avumd,"> 50 days",good
bcocales,"> 50 days",good
fredrikv,"< 10 days",good
mmarian,"< 10 days",good
dfourh,"< 10 days",good
VerhoeffL,"< 10 days",good
PPW,"< 10 days",good
ebjean,"< 10 days",good
edward68088,"> 50 days",good
twp,"> 50 days",good
wingerr,"< 10 days",good
zehner22,"< 10 days",good
tanglefoot47,"> 50 days",good
Caesar,"< 10 days",bad
RZ22G,"11 to 50 days",good
futbolhead,"< 10 days",good
meleader,"> 50 days",good
brewgrw,"< 10 days",good
jimms,"> 50 days",good
wynman,"11 to 50 days",good
rogergill,"< 10 days",good
gntdouglas,"< 10 days",good
Pabel,"< 10 days",good
proverbial356,"> 50 days",good
bpowley,"< 10 days",good
sstaley,"> 50 days",good
rogerlong,"< 10 days",good
rbrtchn,"< 10 days",good
MWalpole,"11 to 50 days",good
hawkeye53,"< 10 days",good
erinlauren,"< 10 days",good
BigSkipper,"< 10 days",good
edivelbiss,"< 10 days",good
sfocys,"< 10 days",good
rob7866,"< 10 days",good
dpullem,"> 50 days",good
sheek,"< 10 days",good
jerpat,"> 50 days",good
BigDaveSD,"< 10 days",good
garbuzov,"< 10 days",good
lanced,"< 10 days",good
mconstable,"< 10 days",good
mgast,"< 10 days",good
Bobdp,"< 10 days",good
jbeard7,"> 50 days",good
chuckiebaby,"< 10 days",good
aesengr,"< 10 days",good
theavatar4,"< 10 days",good
"Anthony Evans","< 10 days",good
corkheadstinks,"< 10 days",good
jagrr,"< 10 days",good
dbt,"< 10 days",good
sbaas,"> 50 days",good
Imtej,"< 10 days",good
Jynx,"< 10 days",good
CyberRate,"11 to 50 days",good
excheQuer,"< 10 days",good
jmmarsh55,"11 to 50 days",good
TheWriter,"< 10 days",good
johndude,"> 50 days",bad
gitachell,"< 10 days",bad
onlineshopper899,"< 10 days",bad
cabnyc,"< 10 days",bad
TimKLL1,"< 10 days",bad
mgingery,"< 10 days",bad
benye,"< 10 days",good
farhangOnline,"< 10 days",NULL
fanboy0,"> 50 days",good
jimmy8k8,"> 50 days",bad
taingsana,"< 10 days",bad
easytoplease,"< 10 days",bad
wcburket,"< 10 days",good
cwat212,"< 10 days",good
stevefromiami,"< 10 days",neutral
NYCGecko,"< 10 days",good
outjet,"< 10 days",good
Zerohour3k,"> 50 days",good
kerry_w,"< 10 days",good
rnarsian,"< 10 days",good
Averroes,"11 to 50 days",bad
shortchiq21,"< 10 days",bad
terceslil,"> 50 days",bad
jbeasley,"< 10 days",bad
mikeurl,"> 50 days",good
Tashasioux,"< 10 days",bad
gizmotto,"< 10 days",bad
sandralong82,"< 10 days",bad
tropoje,"< 10 days",bad
Lisa_N94,"< 10 days",bad
lovetogrow,"< 10 days",bad
fivekiddad,"< 10 days",bad
mw73,"< 10 days",bad
Rob0729,"> 50 days",bad
"Sad Day 05092010","< 10 days",bad
MARUNIN,"< 10 days",NULL
GiaMiaPoPia,"< 10 days",bad
chipntris,"< 10 days",bad
mjcm,"< 10 days",bad
parawheelz66,"< 10 days",bad
cward0625,"< 10 days",bad
robleck1,"< 10 days",neutral
fausto123456,"< 10 days",bad
makeafatmanrich,"< 10 days",bad
rrcar,"< 10 days",bad
rmurch50,"< 10 days",bad
cookiebun,"> 50 days",bad
prof333,"< 10 days",bad
jtl8412,"< 10 days",bad
whosyourbaba,"11 to 50 days",bad
jamiewash,"< 10 days",bad
maddie7196,"< 10 days",bad
"Mikey D","< 10 days",bad
Kelldore,"> 50 days",bad
angelcdpm,"< 10 days",bad
decognan,"< 10 days",bad
knx240,"< 10 days",bad
S6,"11 to 50 days",bad
Katanakahn,"< 10 days",bad
AdamCharles,"< 10 days",bad
irish80122,"> 50 days",bad
kklord,"< 10 days",bad
sukie,"< 10 days",good
marklar1313,"< 10 days",bad
jenstuff,"< 10 days",NULL
pinky1979,"< 10 days",bad
bwagner,"< 10 days",bad
togidogi,"11 to 50 days",bad
springfield,"< 10 days",bad
nics,"< 10 days",bad
gopireddy,"< 10 days",bad
nemakit,"< 10 days",bad
wrgzxc,"< 10 days",bad
ride2616,"< 10 days",bad
Misse126,"< 10 days",bad
daisyk98,"< 10 days",bad
Misko3,"< 10 days",bad
cubfan2372,"< 10 days",bad
hartl,"< 10 days",bad
ynk,"< 10 days",good
NokturnaL909,"< 10 days",bad
crystallclear,"< 10 days",bad
GJCrawford,"< 10 days",bad
WackieJ,"< 10 days",bad
frustratedca,"< 10 days",bad
TWEETSS,"< 10 days",bad
Javin007,"< 10 days",bad
arggh,"< 10 days",bad
Kevin22342,"< 10 days",bad
"Its just wrong","< 10 days",bad
Shopperz3210,"< 10 days",bad
CComyns,"< 10 days",bad
srf,"< 10 days",bad
toolfan2k4,"< 10 days",bad
looie303,"< 10 days",bad
lizrodelli,"< 10 days",bad
flowers22,"< 10 days",bad
jesse4216,"< 10 days",bad
doglvr,"< 10 days",good
hlfishish,"< 10 days",bad
baloney,"< 10 days",bad
pinkpearls,"< 10 days",bad
SR08,"< 10 days",bad
kileyh1,"< 10 days",bad
scottishthistle,"< 10 days",bad
mwpatricia,"< 10 days",bad
vinigrog,"< 10 days",bad
myflowersink,"< 10 days",bad
Lilian_g,"< 10 days",bad
nortondlcl,"> 50 days",bad
bober99,"11 to 50 days",bad
paulmenta,"< 10 days",bad
kk18,"< 10 days",bad
hattiecat,"< 10 days",bad
ariel0228,"< 10 days",good
Marykay7117,"< 10 days",bad
eliza138,"< 10 days",NULL
edwards17,"< 10 days",bad
janetm,"< 10 days",bad
perty_woman07,"< 10 days",bad
rona_a_ronarson,"< 10 days",bad
zombiwulf,"< 10 days",good
ddm1325,"< 10 days",bad
silverav6,"> 50 days",bad
broncosfan111,"< 10 days",bad
agorden,"< 10 days",bad
PsyStal,"< 10 days",bad
Rene618,"< 10 days",bad
TjK1,"< 10 days",bad
hectavex,"< 10 days",bad
berkleebill,"< 10 days",bad
jcichy25,"< 10 days",bad
JBURL1022,"< 10 days",bad
Suvkix,"< 10 days",bad
MrSoBe,"< 10 days",bad
wyse7,"< 10 days",bad
billytpk,"< 10 days",bad
akn99,"< 10 days",bad
jhilton555,"< 10 days",bad
snj-ria07,"< 10 days",bad
LewisHamilton,"< 10 days",bad
pyoterlop,"< 10 days",bad
FirstBrother,"< 10 days",bad
VninjaV,"< 10 days",bad
mstump,"< 10 days",bad
kodec,"< 10 days",bad
Danman88,"< 10 days",bad
mbutler101,"< 10 days",bad
atmu,"< 10 days",bad
js1812,"< 10 days",bad
wmswadley,"< 10 days",bad
ThomasInPacifica,"> 50 days",bad
"The Merg","> 50 days",good
unhappy_customer,"< 10 days",bad
"AP NYC","< 10 days",bad
Sheribeth,"< 10 days",bad
susanflower,"< 10 days",good
dmarie143,"< 10 days",bad
eellsinoc,"< 10 days",bad
bngo1,"< 10 days",bad
sistersister,"< 10 days",bad
Bukklvr,"< 10 days",bad
JaemanKim,"< 10 days",bad
ginsengprod,"< 10 days",bad
kungfu_wabbit,"< 10 days",bad
llpollack,"< 10 days",bad
"flowers suck","< 10 days",bad
tonye53,"< 10 days",bad
centuriontatum,"< 10 days",bad
allowableshit,"< 10 days",bad
JayUnt,"< 10 days",good
kmbrando,"< 10 days",bad
johngaz,"< 10 days",bad
AlysonB,"< 10 days",bad
mccull0817,"< 10 days",bad
jliptak,"< 10 days",good
insanemx6,"< 10 days",good
Angryflwrbuyer,"< 10 days",bad
mehmegen,"< 10 days",bad
apsampson,"< 10 days",bad
napier777,"< 10 days",bad
Bpieper,"< 10 days",bad
trustmetoo2,"< 10 days",bad
erik4ever,"< 10 days",good
SilenceEchoed,"< 10 days",bad
Neubertdave,"< 10 days",bad
"AMBEE Y","< 10 days",bad
CaptnMorgan,"< 10 days",bad
The_Edge,"< 10 days",bad
mirna,"< 10 days",bad
chickman,"< 10 days",bad
gobosket,"< 10 days",bad
thedrunkendwarf,"< 10 days",bad
jfricks,"< 10 days",bad
tedrocksitout,"< 10 days",good
mcchen,"< 10 days",bad
Lena233,"< 10 days",bad
sambil12,"< 10 days",bad
tschoenr,"< 10 days",bad
kojinakanishi,"< 10 days",bad
user444,"< 10 days",bad
thinh83,"< 10 days",bad
weebs64,"< 10 days",bad
gotgame327,"< 10 days",bad
gojerr78,"< 10 days",bad
aa1rose,"< 10 days",bad
jhb2,"< 10 days",bad
drneuron,"< 10 days",bad
fcondron,"< 10 days",bad
bethandbob,"< 10 days",bad
rich32379,"> 50 days",bad
gregmarkh,"< 10 days",bad
mmconhea,"> 50 days",bad
jnewbe,"< 10 days",bad
rishak,"< 10 days",bad
theeonenonly,"< 10 days",bad
EfxDesign,"< 10 days",bad
geekb0y,"< 10 days",bad
goober06,"< 10 days",bad
benbos,"< 10 days",bad
chas_mataz,"< 10 days",bad
ckcisme,"< 10 days",bad
KarlDF,"< 10 days",bad
mike22314,"< 10 days",bad
Amberkeith,"< 10 days",bad
mniven,"< 10 days",bad
drobers3,"< 10 days",bad
"Freq Web Buyer","< 10 days",bad
dhawk12,"> 50 days",bad
SLiCkFX,"> 50 days",bad
PunDogg,"< 10 days",bad
Faceoff,"< 10 days",bad
outkast,"< 10 days",bad
loo,"< 10 days",good
rsprattman,"< 10 days",bad
thowardpaul,"< 10 days",bad
egale,"> 50 days",bad
loueloui_,"< 10 days",bad
GodDevil,"< 10 days",good
phoenix_nguyen,"< 10 days",bad
ChrisHagwood,"< 10 days",bad
mpschooley,"> 50 days",bad
scottfl,"> 50 days",bad
friendofphobos,"> 50 days",bad
Jutral,"> 50 days",good
vision_8,"< 10 days",bad
george2001,"> 50 days",good
kevincjp,"< 10 days",bad
flannelpants,"< 10 days",good
a4823506,"< 10 days",bad
spikedz,"> 50 days",bad
conano,"< 10 days",bad
pclement,"> 50 days",bad
twodaend,"> 50 days",good
garyb559,"< 10 days",good
rbeitler,"< 10 days",bad
pauls70,"> 50 days",good
frankji234,"< 10 days",good
hiimjered,"< 10 days",NULL
uabericm,"< 10 days",good
rectifiedbuzz,"> 50 days",good
skclicker,"< 10 days",bad
lanye,"< 10 days",good
Cenzoznec,"< 10 days",bad
gunlover,"11 to 50 days",good
Kelledin,"> 50 days",good
s63921c,"< 10 days",good
BillL62746,"< 10 days",good
pappaknox,"< 10 days",good
"j cat","< 10 days",good
Artworksmetal,"> 50 days",good
mlrwerks,"< 10 days",good
"Jim Seybert","< 10 days",good
"David Ebert","< 10 days",good
putz1,"< 10 days",bad
Maxefforts,"< 10 days",good
dnroberts,"< 10 days",good
"Luis Mena","< 10 days",good
Sumdomgui,"> 50 days",good
gwenniepigz,"< 10 days",good
jciaston,"< 10 days",good
Mr.Stress,"< 10 days",good
pixmom,"< 10 days",NULL
VRSICK,"> 50 days",good
invar,"> 50 days",good
mommymomo,"> 50 days",good
trangler,"> 50 days",good
dishinet,"< 10 days",good
hedyd4u,"< 10 days",NULL
lizziezhou86,"> 50 days",good
Aaron1100us,"< 10 days",bad
defile,"< 10 days",good
211swilla,"< 10 days",good
gsrteggie,"> 50 days",good
skipster24,"< 10 days",good
thronfun47,"< 10 days",good
dannysdailys,"< 10 days",good
ThorinHG,"< 10 days",good
"Flack Jacket","< 10 days",good
Pedro901,"< 10 days",bad
technocat,"> 50 days",good
sr2owens,"< 10 days",good
sphynx4868,"< 10 days",good
crysmtn1,"< 10 days",good
dzeroll,"< 10 days",good
chaossoul,"< 10 days",good
elpena,"< 10 days",good
cadet255,"< 10 days",NULL
ssgnick1996,"< 10 days",good
rdotiw,"< 10 days",bad
mccorm79,"< 10 days",good
jamoore56,"< 10 days",good
lotussama,"< 10 days",good
bkjcil,"< 10 days",good
nooodles,"< 10 days",good
rmerdin,"< 10 days",good
jdaddyok,"< 10 days",good
edprice,"< 10 days",good
fahkingnut,"< 10 days",good
pjonee01,"< 10 days",good
paperhoward,"< 10 days",good
jvandehe,"< 10 days",good
Bruceson,"< 10 days",good
dl.gw,"< 10 days",good
tspezia,"< 10 days",good
y2kirby,"> 50 days",good
zesta,"> 50 days",good
sbart47,"< 10 days",good
druxton,"< 10 days",good
jlwatt,"< 10 days",good
trickpa55,"> 50 days",good
jolsakovsky,"< 10 days",good
198Four,"< 10 days",bad
Gumby84,"< 10 days",good
poorolepaul,"< 10 days",good
Zombie65,"< 10 days",good
podevil,"> 50 days",good
Romakiki,"< 10 days",good
genegarner,"< 10 days",good
evac93rd,"< 10 days",good
SuperShade,"< 10 days",good
dougevangelist,"< 10 days",good
tjbush,"< 10 days",good
bright72,"< 10 days",good
yyzwad,"< 10 days",good
rockycat,"< 10 days",good
hemfir,"< 10 days",good
boboboi,"< 10 days",good
cmckay,"< 10 days",good
AslanLion82,"< 10 days",good
kturcotte,"< 10 days",good
fca,"< 10 days",good
"Ray Bronk","< 10 days",good
bobguitar,"< 10 days",good
savagewood,"< 10 days",bad
GoodSirJava,"< 10 days",good
MartyLK2,"> 50 days",good
EyeBall,"> 50 days",good
PCTeacher,"< 10 days",good
mcphillips97229,"< 10 days",good
goyo56,"< 10 days",good
bakegoodz,"< 10 days",good
Soak,"< 10 days",good
cwstrand,"< 10 days",good
badahab,"< 10 days",good
ter4543,"> 50 days",good
juanda78,"< 10 days",good
archon583,"< 10 days",good
hollowman2212,"< 10 days",good
alvaromora,"> 50 days",good
LAREM1,"< 10 days",bad
rotorhead1973,"< 10 days",good
fanaa,"< 10 days",good
landshark100,"< 10 days",good
chet89,"< 10 days",good
usandthem,"< 10 days",good
toddgartman,"< 10 days",good
xfiledan,"< 10 days",good
bootme2,"> 50 days",good
elementfiftyfour,"< 10 days",good
MarkM10431,"< 10 days",good
David40,"> 50 days",good
jbelanger2002,"< 10 days",good
earthman6109,"< 10 days",good
stateofbean,"> 50 days",good
tommy1223,"< 10 days",good
DanMan1464,"< 10 days",good
nmdelrio,"< 10 days",good
kitzken,"< 10 days",good
JeffreyAtW,"< 10 days",good
billsevers,"< 10 days",good
jnorberg,"< 10 days",good
oliveryochest,"< 10 days",good
hartmage,"< 10 days",good
apluscopy,"< 10 days",good
1coolpc.com_best,"< 10 days",good
Killkenny,"< 10 days",good
jrtolle,"< 10 days",good
maintenance,"< 10 days",good
Bobcat732,"< 10 days",good
lilacangel2000,"< 10 days",good
J.C.computer,"< 10 days",good
Scroll2005,"< 10 days",good
"Tom W.","< 10 days",good
"J R Allan","< 10 days",good
pr_papa_smurf,"< 10 days",good
alwaysunderway,"11 to 50 days",good
Wildandcrzyguy,"> 50 days",good
g.bushell,"> 50 days",good
hansaman58,"< 10 days",good
Locke_333,"< 10 days",good
mommabird,"< 10 days",good
dczopek,"< 10 days",good
frzbdg17,"< 10 days",good
rketchum,"< 10 days",good
"Jason Lee","< 10 days",good
RedDwarfer,"< 10 days",good
meyaya,"< 10 days",good
jannkaminski,"< 10 days",good
pchandymaneo,"< 10 days",good
jghaskins,"< 10 days",good
thennink,"< 10 days",good
GuS_53,"< 10 days",good
bkucharski,"< 10 days",good
tcfool1,"< 10 days",NULL
"Kedric Leach","< 10 days",good
ben562,"< 10 days",good
thunder2,"> 50 days",good
vrbnicanac,"< 10 days",good
kurtthebox,"< 10 days",good
autopusher,"< 10 days",good
Spike1427,"< 10 days",good
FreshKidIce,"< 10 days",good
Larry703,"< 10 days",good
chudluv73,"< 10 days",good
mouseman16,"< 10 days",good
dacradd,"< 10 days",good
raven2k1,"< 10 days",good
klaasman,"> 50 days",good
CareyBryan,"< 10 days",good
viperkun,"< 10 days",good
james48,"< 10 days",good
tsockol,"> 50 days",good
mikeyl,"< 10 days",good
mboaze33,"< 10 days",good
scampman,"> 50 days",good
SunnyFlorida,"< 10 days",good
Dakich,"< 10 days",good
blanking,"< 10 days",good
adleon,"< 10 days",good
dwebb5,"< 10 days",good
nedkonz,"> 50 days",good
Welles,"< 10 days",good
98BlackMagic,"< 10 days",good
musicmag,"< 10 days",good
cyberbob,"< 10 days",good
ppcrtech,"> 50 days",good
fdrman,"< 10 days",good
transfix,"< 10 days",good
roydk,"< 10 days",good
1coolpccustomer,"< 10 days",good
nortonbk,"< 10 days",good
antidumb,"< 10 days",good
jrolson7,"< 10 days",good
flea8me,"< 10 days",good
johnnyasia,"< 10 days",good
doug054,"< 10 days",NULL
congafx,"< 10 days",good
propman07,"< 10 days",good
nd4spd296,"< 10 days",good
TBradS,"< 10 days",good
macrosent,"< 10 days",good
slude1,"< 10 days",good
waltonjs,"< 10 days",good
jeremy.wagner,"< 10 days",good
binarydumb,"< 10 days",good
Black_Hawk9,"< 10 days",good
whorledpeas,"< 10 days",good
umm2g,"< 10 days",good
badsneakers,"< 10 days",good
jmn,"> 50 days",good
skipgundlach,"< 10 days",good
ttrosten,"< 10 days",good
jburkhardt,"< 10 days",good
no3putt2001,"< 10 days",good
Swindler,"< 10 days",good
biztek,"> 50 days",good
richj44,"> 50 days",good
doom_society,"< 10 days",good
gsuburban,"> 50 days",good
Hung0v3r,"< 10 days",good
memoir,"11 to 50 days",good
Gfenwick,"< 10 days",good
rusty85gt,"< 10 days",good
kdjasper,"< 10 days",good
whaloo22,"< 10 days",good
tcolgan,"< 10 days",NULL
JBL,"< 10 days",good
wjt1,"> 50 days",good
York1,"< 10 days",good
kmlevine,"< 10 days",good
stepside1986,"< 10 days",good
muddergz32064,"< 10 days",good
Psykotic,"< 10 days",bad
Unit44,"< 10 days",good
SysBuilder04,"> 50 days",good
mrguido,"< 10 days",good
AznAnarchy99,"< 10 days",good
SpliceSA,"< 10 days",good
bsommers,"< 10 days",good
natgild,"> 50 days",good
savmustangguy,"< 10 days",good
sureshb2003,"< 10 days",good
Bruneauinfo,"> 50 days",good
boomer8,"< 10 days",good
BetterComputer,"< 10 days",good
james1731,"< 10 days",good
mike333,"> 50 days",good
PaulPillon,"< 10 days",good
willphelps,"< 10 days",good
boochies,"< 10 days",good
klepic,"< 10 days",good
rasorj,"> 50 days",good
sandiegobiotech,"< 10 days",good
promtcy,"< 10 days",good
"different name","< 10 days",good
ldiver,"< 10 days",good
chuthor,"< 10 days",good
eyeinthesky,"< 10 days",good
dahotrod,"< 10 days",good
Vizion,"< 10 days",good
blazer1155jeff,"< 10 days",good
Hyalopterous,"< 10 days",good
vangy,"> 50 days",good
PC-Guy,"< 10 days",good
sandysan,"< 10 days",good
sheena12,"< 10 days",good
gonzo03,"> 50 days",good
asapiputih,"< 10 days",neutral
geekburgerx,"11 to 50 days",good
pitagirl33,"< 10 days",good
hgeving,"< 10 days",good
thegza4,"< 10 days",good
brax_1,"< 10 days",good
azsans,"< 10 days",good
obijuan45,"< 10 days",good
jrinco11,"< 10 days",good
Clockcat,"< 10 days",good
Replicant1911,"< 10 days",good
pduggan,"< 10 days",good
neles86,"< 10 days",good
grenert,"< 10 days",good
RT,"< 10 days",good
boriskillu,"< 10 days",good
silverghost,"< 10 days",good
roens,"< 10 days",good
daddyd_98,"< 10 days",good
yeaJASC,"< 10 days",good
ggaffield,"< 10 days",good
griggslr,"< 10 days",good
QuarkGL,"< 10 days",good
brianvlee,"< 10 days",good
heltons01,"< 10 days",good
kbornk1,"< 10 days",good
b52,"< 10 days",good
Prhamil1952,"< 10 days",good
ryker53,"< 10 days",good
buckeyes33,"< 10 days",good
diablo_ve,"< 10 days",good
jpgasstrom,"> 50 days",good
lewisfoshee,"< 10 days",good
crisioel,"< 10 days",good
gekware,"< 10 days",good
mastermerck,"< 10 days",good
royalb269,"< 10 days",good
gkmitchell,"< 10 days",good
razzle32,"< 10 days",NULL
greatscott02,"< 10 days",good
abcyr1,"< 10 days",good
tehtank,"< 10 days",good
smlservice,"< 10 days",good
wally72453,"< 10 days",good
Device,"< 10 days",good
mango1,"< 10 days",good
kevinlj21,"< 10 days",good
Anisa,"< 10 days",good
rubusen2,"< 10 days",good
"Troy Madden","< 10 days",good
jason1083,"< 10 days",good
phext,"> 50 days",good
kellerl,"< 10 days",good
jordan12,"< 10 days",good
"Leroy Landers","< 10 days",good
fedleo,"< 10 days",good
ongfb,"< 10 days",good
romanmouse,"< 10 days",good
weborderaccounts,"< 10 days",good
mlomsky,"< 10 days",good
Moriturus,"< 10 days",good
marathonhm,"< 10 days",good
Ruudewit,"< 10 days",good
edelberman,"< 10 days",good
hrobinson57,"< 10 days",good
Prophetz,"< 10 days",good
Kialya,"< 10 days",good
hobblenob,"< 10 days",good
RicciHammond,"< 10 days",good
forzaz31,"< 10 days",good
sparky38020,"> 50 days",good
tzirf203,"< 10 days",good
jammer417,"< 10 days",good
retry1000,"< 10 days",good
hedyd4u,"< 10 days",good
"Mike Giordano","< 10 days",good
mogore,"< 10 days",good
jdbd,"< 10 days",good
abnergarcia,"< 10 days",good
billinindy,"< 10 days",good
paladinmkk,"< 10 days",good
eG4e,"< 10 days",good
Devildog43,"< 10 days",good
exxos,"< 10 days",good
analog,"< 10 days",good
chaz407,"< 10 days",good
minggnim,"< 10 days",good
djZilch,"< 10 days",good
gobob2,"> 50 days",good
"Erik L","< 10 days",good
conductorJ,"< 10 days",good
88tiger,"> 50 days",good
0218ant,"< 10 days",good
RebusKnebus,"< 10 days",good
arichards,"< 10 days",good
saxpot,"< 10 days",good
grumblerts,"< 10 days",good
preeble,"> 50 days",good
zoolabus,"> 50 days",good
bartek,"< 10 days",good
dasher5559,"< 10 days",good
sinikar,"< 10 days",good
chris_fowler99,"< 10 days",good
kipper123,"< 10 days",good
Dune_Finkleberry,"< 10 days",good
KDuniverse,"< 10 days",good
Zerodead,"< 10 days",good
Kookolobongo,"< 10 days",good
dhufstader,"< 10 days",good
nobodyzero,"11 to 50 days",good
greglkimnach,"< 10 days",good
CO80521,"< 10 days",good
ssajeba,"< 10 days",good
dutchscot,"> 50 days",good
Renda321,"< 10 days",good
"Keith Grant","< 10 days",good
Ryu,"< 10 days",good
fabien,"< 10 days",good
mr_gassy,"> 50 days",good
RBurgess3980,"< 10 days",good
sansaechao,"< 10 days",good
bakesCobalt,"< 10 days",good
lopaka3rd,"< 10 days",good
rrogacki,"< 10 days",good
Slimebowl,"> 50 days",good
Bwatson283,"< 10 days",good
wuziq,"< 10 days",good
marco_sharko,"< 10 days",good
porkins327,"< 10 days",good
ednafziger,"< 10 days",good
tutem12,"> 50 days",good
joshbrown,"< 10 days",good
c__73,"< 10 days",good
davroymill,"< 10 days",good
Velociraptor,"> 50 days",good
djoneverett,"< 10 days",good
brandxsavior,"> 50 days",good
